condition,area,convex_area,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,mean_intensity_w2,max_intensity_w2,min_intensity_w2,mean_intensity_w3,max_intensity_w3,min_intensity_w3,mean_intensity_w4,max_intensity_w4,min_intensity_w4,mean_intensity_w5,max_intensity_w5,min_intensity_w5,1,2,3,4,5,6,7,8,9,10
1-deoxygalactonojirimycin 0.003,287.10224719101126,319.1733146067416,0.8037235992995814,18.531862402580987,0.5961280592381423,27.22021748202542,13.9499166495614,0.08068702300264775,71.63118428226662,0.9041326168892131,0.12650913829962138,0.2778288169200262,0.04799845781009059,0.11414537550028642,0.270703348755231,0.0454802820004411,0.0967388039690156,0.19388852170081589,0.03351894690460467,0.11670292821041696,0.21344899757655852,0.06148545935228038,0.07443820224719101,0.1205056179775281,0.11207865168539326,0.09073033707865169,0.07528089887640449,0.09438202247191012,0.12556179775280898,0.10196629213483147,0.13286516853932584,0.07219101123595506
1-deoxygalactonojirimycin 0.01,281.16303756124114,312.3723462166576,0.8062067263340461,18.326477699484084,0.5974308028224292,27.13505671984209,13.700711498304262,-0.04292279252774,70.99931203794154,0.9042758195307447,0.12924984292686398,0.28726424157033476,0.04905669943535404,0.1125765741569411,0.2682125054703424,0.04546708721594284,0.09910652047537606,0.20044936864239443,0.03451786267038131,0.11780512876634364,0.21716593550866167,0.06262501734498917,0.09227000544365814,0.11622210125204137,0.1115949918345128,0.10778443113772455,0.06967882416984214,0.08111050626020685,0.11241154055525313,0.10043549265106151,0.13799673380511704,0.07049537289058247
1-deoxygalactonojirimycin 0.03,285.0197564276049,317.8625169147497,0.8178237488424868,18.46880961742195,0.5867297307536093,27.718953702773817,13.641305354040098,-0.07983503981128719,72.14681313944017,0.9011836158007878,0.12639059508873737,0.2774003024755223,0.04884740905834618,0.11462494391332788,0.26981718803895005,0.045941786728223494,0.09689831353247545,0.19388495316936039,0.03404202817798303,0.11848501721233459,0.21741781421634915,0.062320040330069625,0.08768606224627876,0.13288227334235453,0.12313937753721245,0.09309878213802436,0.07577807848443843,0.08822733423545331,0.11041948579161029,0.09445196211096075,0.12178619756427606,0.07253044654939107
1-deoxygalactonojirimycin 0.1,279.55618279569893,310.09166666666664,0.8015502089084731,18.28009210375206,0.59743643575686,26.730066923501727,13.789377182931714,0.06198258565202252,70.33528296228322,0.9049813982686588,0.13090127537156698,0.2930186590765329,0.048685167615433504,0.11375069842865301,0.2675347881087918,0.045760594560404995,0.10088146107457675,0.2047588551549658,0.034680318363904845,0.12056267885279318,0.22266814252582645,0.06326981868016031,0.08978494623655914,0.10510752688172043,0.11263440860215054,0.09301075268817205,0.07580645161290323,0.0967741935483871,0.11612903225806452,0.10779569892473118,0.12634408602150538,0.07661290322580645
1-deoxygalactonojirimycin 0.3,269.74765625,299.4361979166667,0.8040911716284975,17.97169223381312,0.5984410391680418,26.349898088067018,13.508720712620258,-0.019951202710397582,69.16298859675703,0.9044756335490971,0.13232837037958992,0.2866413909313735,0.0516276041666667,0.11326477813761716,0.2629575163398694,0.046307955473856514,0.10201526630064163,0.2007243157679751,0.03677364174836617,0.12049005651649831,0.2178696895424827,0.06400837418300657,0.08697916666666666,0.11770833333333333,0.10989583333333333,0.09401041666666667,0.07369791666666667,0.08958333333333333,0.12369791666666667,0.1078125,0.12213541666666666,0.07447916666666667
1-deoxygalactonojirimycin 1.0,275.01519443729075,305.07082152974505,0.8126857293660282,18.19446234138499,0.5914588862545307,27.092875730074233,13.483780281015035,0.06299625215634112,70.57714658459722,0.9047880488230904,0.12806365480769502,0.27973974034630644,0.05004191220655161,0.11268228971236093,0.2702365262355259,0.04607817888937713,0.09824959450286679,0.1952863916619955,0.03532492059404265,0.1179031972429882,0.21451121782733135,0.0644634985078245,0.07262425959309812,0.13031161473087818,0.12696368787020346,0.09348441926345609,0.07545712078289982,0.09116662374452743,0.12155549832603657,0.10095287149111512,0.12413082668040175,0.06335307751738346
1-deoxygalactonojirimycin 10.0,282.8123422159888,314.9138849929874,0.8023013450486614,18.363840827646666,0.595744181435508,27.01135173947123,13.829078612412443,0.01794618069466379,71.04441505614793,0.9025781100250092,0.13093077560207378,0.2880381156670232,0.04955889228061535,0.11215245689133671,0.2607463630613535,0.04528146742568024,0.1009113445055851,0.2023884167972947,0.03516954046695818,0.11742298583040701,0.21435772626020855,0.06112201963534349,0.08667601683029454,0.11865357643758766,0.10631136044880786,0.097054698457223,0.06535764375876578,0.09481065918653576,0.13071528751753156,0.09985974754558205,0.12987377279102386,0.07068723702664796
1-deoxygalactonojirimycin 3.0,284.1956339210747,316.9395465994962,0.8025904617779047,18.400505709676455,0.5935201238771373,27.06277413518377,13.845210011525472,0.045647014205151666,71.13646256989068,0.902335780818868,0.13038505617045063,0.3028418476262598,0.04589184680309343,0.11203828243197465,0.2652949956920911,0.04361057605241954,0.09906022357997124,0.20860484132079976,0.032226447813942315,0.1172027529991576,0.21900912618055815,0.059534197110134246,0.08088441085922195,0.12118667786174084,0.11139098796529527,0.09543800727679821,0.0702490904002239,0.09459837671424573,0.12594458438287154,0.09515813042261405,0.12510495382031905,0.08004478029666946
Aloxistatin 0.003,274.962852494577,305.39642082429503,0.8051591943543057,18.168764307878302,0.5951997875878056,26.706023117961614,13.639845246844493,-0.0300090040361725,70.05462233574524,0.9041602130113068,0.1310468451275761,0.2876696014631444,0.05193526434434945,0.11693140792329948,0.2754819552549868,0.048054899834120264,0.10223385251594683,0.20321631364042422,0.03743540257751707,0.12276555362973174,0.22201815107821773,0.06665895750925091,0.07727765726681128,0.11415401301518438,0.11686550976138829,0.09544468546637744,0.06941431670281996,0.09436008676789588,0.12906724511930587,0.10818872017353579,0.12554229934924077,0.06968546637744034
Aloxistatin 0.01,279.7705650459921,309.6328515111695,0.807342281427887,18.3166630384151,0.5982525395717107,26.97540445741047,13.697702295171554,0.005856058471557476,70.6519613684195,0.9065884990377787,0.13047811418511035,0.28532400608075076,0.05083120764731652,0.11330456186452632,0.2709592641261494,0.04565973564195736,0.09955218758550784,0.19834840637963516,0.035468552729896345,0.11783194168520053,0.21489320038133425,0.063155033366829,0.08304862023653088,0.11432325886990802,0.11248357424441524,0.09934296977660972,0.0733245729303548,0.0888304862023653,0.11826544021024968,0.10433639947437583,0.13745072273324574,0.06859395532194482
