condition,area,convex_area,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,mean_intensity_w2,max_intensity_w2,min_intensity_w2,mean_intensity_w3,max_intensity_w3,min_intensity_w3,mean_intensity_w4,max_intensity_w4,min_intensity_w4,mean_intensity_w5,max_intensity_w5,min_intensity_w5,1,2,3,4,5,6,7,8,9,10
Imiquimod 10.0,323.07474226804123,358.995990836197,0.7831247246089851,19.650105149639245,0.6100410560581521,27.90363436962984,15.228172487360409,0.031619784280137515,75.18112593453085,0.9053887108743285,0.1119366251348809,0.2512619881858809,0.04772898277294927,0.0946632824268534,0.21834220515239333,0.04017081059227858,0.08351309366723171,0.16916397143049697,0.03448751207241225,0.10320549061466318,0.1917598769175477,0.05804022639983864,0.09077892325315005,0.06013745704467354,0.0627147766323024,0.061855670103092786,0.070446735395189,0.11970217640320734,0.1440435280641466,0.13573883161512026,0.15807560137457044,0.09650630011454754
Imiquimod 3.0,340.90617848970254,378.39032363517487,0.7879995770460462,20.09256760488063,0.612446432871555,28.601836116509073,15.48258639895762,0.04089859164574513,76.79758033240596,0.906639250843446,0.1182695376363153,0.2794617618214336,0.04423302501778762,0.09253099475926611,0.21381811305758003,0.03717926529879713,0.08968835748024633,0.1895881006864995,0.03177412841566845,0.10405667748533343,0.1972761186854605,0.05305591344089163,0.08793723439032364,0.06701536449820203,0.05786204642039882,0.07322654462242563,0.08728342595619483,0.11572409284079764,0.13272311212814644,0.12912716574043806,0.15658711997384767,0.09251389342922524
Indinavir 0.003,306.7484769364665,339.06121264868,0.7772449637901593,19.057799533212062,0.6142535109474296,26.776444428341147,14.83428505228421,-0.04679306243421076,72.1177231919994,0.9084440351331883,0.1238091125441551,0.2743647502517104,0.05132453909907466,0.09931061355301048,0.2303930101196266,0.04126008976262433,0.09260291198197483,0.18388169308918814,0.03671990989607335,0.1109477085544295,0.20529644988253454,0.05988867841885842,0.07977951842181608,0.060632434000580215,0.051639106469393674,0.06411372207716855,0.0783289817232376,0.12735712213519002,0.14215259646069045,0.14360313315926893,0.1566579634464752,0.09573542210617929
Indinavir 0.01,343.70091975895974,381.3732952743419,0.7867642108814005,20.25175199270999,0.6041353805981055,28.745434498484734,15.669615361286011,0.021328636035862582,77.46982060477757,0.9071465461525932,0.11018263470804239,0.26003588241512776,0.040113679471154455,0.09592067713682773,0.22275641623601514,0.03814543261008831,0.08545114161813594,0.1792472777249179,0.028963079047032967,0.10560968409181781,0.20086596643097504,0.05337929018737238,0.08594988899460831,0.06565176022835395,0.06184586108468126,0.07199492546780843,0.07231208372978117,0.11607992388201713,0.130034887408817,0.13859816048208057,0.1573104979384713,0.1002220107833809
Indinavir 0.03,325.59877675840977,360.52507645259936,0.7789036098392605,19.655024294367117,0.6132750631492403,27.689466301309025,15.278299962735955,-0.055035344431745424,74.64750048456119,0.9078615485308441,0.11920687358030121,0.2821880434130827,0.043385500989386976,0.09670547016857729,0.22116597709420183,0.03898452959165353,0.09201948384968861,0.19373298554896012,0.031753612760088874,0.10872933518752272,0.20526863344726282,0.05533039515500398,0.0801223241590214,0.06422018348623854,0.05871559633027523,0.0746177370030581,0.08134556574923547,0.10733944954128441,0.1418960244648318,0.1308868501529052,0.1688073394495413,0.09204892966360856
Indinavir 0.1,321.1807703973309,356.26539278131634,0.7876233013776388,19.478637470486024,0.6072434114319963,27.858654122507012,14.956751919515668,0.010875643774056984,74.50632026426193,0.906296660556851,0.12090379250639395,0.2768143350758549,0.04754857356955529,0.09859370044689075,0.22896037395850038,0.040456564791522036,0.0918983809719208,0.18930697544410618,0.034347921758937215,0.10952045834001092,0.20443748624715208,0.0584345840246931,0.08583560812860176,0.07552320291173795,0.059447983014861996,0.07491659084015771,0.07794965119805884,0.11889596602972399,0.1343645738550197,0.121625720351835,0.15711252653927812,0.0943281771307249
Indinavir 0.3,302.41080766995935,334.18942475305056,0.7777094254671181,18.905461626461506,0.611898223293848,26.60646793104301,14.699030034933896,0.061104291767197526,71.54216826765474,0.9076027457033998,0.1282801420255231,0.28843068895193164,0.05103280126693332,0.10132924104729867,0.22917421471784435,0.04210160531382841,0.09758981364269849,0.19675832564286674,0.037176573127798575,0.11373317984409852,0.2097828439917505,0.060090747513415844,0.09325973271353864,0.06072051133062173,0.05839628123184195,0.06449738524113888,0.07815223707147008,0.1199883788495061,0.12928529924462523,0.12231260894828588,0.17315514235909354,0.10023242300987797
Indinavir 1.0,307.7516339869281,340.8897414038079,0.7803954244889545,19.120610823937092,0.6092361141609924,26.988196389900594,14.835220515102503,0.03240007055505655,72.62657911827121,0.9071800048747609,0.12292279925745006,0.2748605608768079,0.05044018744184257,0.0988139574430761,0.22422730387977843,0.04175400765591875,0.09191297483717302,0.18445915450579295,0.03638009907003461,0.10905643728761542,0.1997943934607087,0.05936679872289948,0.08013640238704177,0.06479113384484228,0.05484512645637965,0.06365444728616085,0.07729468599033816,0.12077294685990338,0.13583404376243252,0.13611821540210287,0.16453537936913895,0.10201761864165956
Indinavir 10.0,327.1950624809509,361.76714416336483,0.7757085465600063,19.736991111425027,0.614150827683441,27.52633199616064,15.456461746448085,0.03882950511396915,74.62353488648078,0.9084251914096871,0.1168090392291983,0.2682410910112284,0.04616897048365248,0.0958238115648147,0.21870424487990855,0.04033890910829469,0.09036114544705247,0.18328582271067606,0.03431402429914386,0.10813591991146576,0.2016658598825077,0.05758197823475645,0.08564462054251752,0.059128314538250536,0.05364218226150564,0.05851874428527888,0.07345321548308442,0.12465711673270344,0.14599207558671137,0.1286193233770192,0.17098445595854922,0.09935995123437977
Indinavir 3.0,302.5315729047072,334.8214695752009,0.7878687677374858,18.969367494473186,0.6075256165535057,27.032031874722698,14.559558232997682,-0.042974056854697705,72.20068235849834,0.9090458297539193,0.11968476546672399,0.2705147903018834,0.0484283897255803,0.09773178405445347,0.22432323675738916,0.04068796290043042,0.09029568685832656,0.18293008937214397,0.03506140113910088,0.10870138701982666,0.2026220706422631,0.058393271200558455,0.08668197474167623,0.0743398392652124,0.0642939150401837,0.07204362801377727,0.0809414466130884,0.1214121699196326,0.13432835820895522,0.12657864523536166,0.15642939150401838,0.08295063145809414
Indomethacin 0.003,308.662670755506,341.877334820184,0.7884242032519427,19.2255981143321,0.607084120692849,27.37941966808124,14.813681898758004,0.07656918429919789,73.3131946093487,0.906866363212406,0.11784881889308739,0.26428743228543067,0.04798154555940076,0.0975280868997351,0.2263686405702513,0.04103871824726576,0.08899890762424884,0.17846471736171537,0.034921585026539394,0.10746017751610461,0.19874820293324985,0.059601119511088825,0.08893225536660161,0.06969612489545582,0.06300529690549206,0.07638695288541957,0.07164761639252858,0.11959855032060217,0.13102871480345693,0.12991357680512963,0.16531920825202118,0.08447170337329245
